GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,GEOID,NAME,Total,black,white,asian,nhpi,aian,two_more,not_hispanic,hispanic
G26016305562002,2016-2020,MI,Michigan,26,Wayne County,163,556200,2,15000US261635562002,"Block Group 2, Census Tract 5562, Wayne County, Michigan",1505,95,1343,35,0,0,26,1480,25
G26016305563001,2016-2020,MI,Michigan,26,Wayne County,163,556300,1,15000US261635563001,"Block Group 1, Census Tract 5563, Wayne County, Michigan",1599,32,1315,175,0,0,0,1523,76
G26016305563002,2016-2020,MI,Michigan,26,Wayne County,163,556300,2,15000US261635563002,"Block Group 2, Census Tract 5563, Wayne County, Michigan",1637,82,1515,11,0,0,29,1637,0
G26016305564001,2016-2020,MI,Michigan,26,Wayne County,163,556400,1,15000US261635564001,"Block Group 1, Census Tract 5564, Wayne County, Michigan",2595,54,2328,102,0,0,96,2568,27
G26016305564002,2016-2020,MI,Michigan,26,Wayne County,163,556400,2,15000US261635564002,"Block Group 2, Census Tract 5564, Wayne County, Michigan",1685,135,1526,14,0,0,10,1674,11
G26016305565001,2016-2020,MI,Michigan,26,Wayne County,163,556500,1,15000US261635565001,"Block Group 1, Census Tract 5565, Wayne County, Michigan",1971,85,1579,276,0,0,31,1971,0
G26016305566001,2016-2020,MI,Michigan,26,Wayne County,163,556600,1,15000US261635566001,"Block Group 1, Census Tract 5566, Wayne County, Michigan",1623,2,1391,70,0,0,146,1599,24
G26016305566002,2016-2020,MI,Michigan,26,Wayne County,163,556600,2,15000US261635566002,"Block Group 2, Census Tract 5566, Wayne County, Michigan",2044,0,1979,12,0,0,53,2044,0
G26016305567001,2016-2020,MI,Michigan,26,Wayne County,163,556700,1,15000US261635567001,"Block Group 1, Census Tract 5567, Wayne County, Michigan",1020,24,969,0,0,0,0,1020,0
G26016305567002,2016-2020,MI,Michigan,26,Wayne County,163,556700,2,15000US261635567002,"Block Group 2, Census Tract 5567, Wayne County, Michigan",1499,25,1337,113,0,0,15,1457,42
G26016305568001,2016-2020,MI,Michigan,26,Wayne County,163,556800,1,15000US261635568001,"Block Group 1, Census Tract 5568, Wayne County, Michigan",1771,9,1541,201,0,0,20,1734,37
G26016305569001,2016-2020,MI,Michigan,26,Wayne County,163,556900,1,15000US261635569001,"Block Group 1, Census Tract 5569, Wayne County, Michigan",1136,25,974,125,0,0,12,1057,79
G26016305569002,2016-2020,MI,Michigan,26,Wayne County,163,556900,2,15000US261635569002,"Block Group 2, Census Tract 5569, Wayne County, Michigan",1629,10,1216,403,0,0,0,1612,17
G26016305569003,2016-2020,MI,Michigan,26,Wayne County,163,556900,3,15000US261635569003,"Block Group 3, Census Tract 5569, Wayne County, Michigan",1002,48,843,72,0,0,39,1002,0
G26016305570001,2016-2020,MI,Michigan,26,Wayne County,163,557000,1,15000US261635570001,"Block Group 1, Census Tract 5570, Wayne County, Michigan",1991,98,1815,0,0,0,78,1851,140
G26016305570002,2016-2020,MI,Michigan,26,Wayne County,163,557000,2,15000US261635570002,"Block Group 2, Census Tract 5570, Wayne County, Michigan",1097,144,787,56,0,0,101,1010,87
G26016305571001,2016-2020,MI,Michigan,26,Wayne County,163,557100,1,15000US261635571001,"Block Group 1, Census Tract 5571, Wayne County, Michigan",1149,168,823,109,0,4,45,1107,42
G26016305571002,2016-2020,MI,Michigan,26,Wayne County,163,557100,2,15000US261635571002,"Block Group 2, Census Tract 5571, Wayne County, Michigan",1313,62,1001,171,0,0,79,1242,71
G26016305572001,2016-2020,MI,Michigan,26,Wayne County,163,557200,1,15000US261635572001,"Block Group 1, Census Tract 5572, Wayne County, Michigan",1888,27,1731,41,0,0,70,1795,93
G26016305573001,2016-2020,MI,Michigan,26,Wayne County,163,557300,1,15000US261635573001,"Block Group 1, Census Tract 5573, Wayne County, Michigan",2122,123,1924,19,0,15,41,1998,124
G26016305574001,2016-2020,MI,Michigan,26,Wayne County,163,557400,1,15000US261635574001,"Block Group 1, Census Tract 5574, Wayne County, Michigan",1600,48,1317,0,0,0,235,1490,110
G26016305574002,2016-2020,MI,Michigan,26,Wayne County,163,557400,2,15000US261635574002,"Block Group 2, Census Tract 5574, Wayne County, Michigan",1591,24,1513,7,0,0,47,1570,21
G26016305575001,2016-2020,MI,Michigan,26,Wayne County,163,557500,1,15000US261635575001,"Block Group 1, Census Tract 5575, Wayne County, Michigan",2093,0,2044,35,0,7,7,2093,0
G26016305575002,2016-2020,MI,Michigan,26,Wayne County,163,557500,2,15000US261635575002,"Block Group 2, Census Tract 5575, Wayne County, Michigan",1742,0,1596,42,0,0,104,1742,0
G26016305576001,2016-2020,MI,Michigan,26,Wayne County,163,557600,1,15000US261635576001,"Block Group 1, Census Tract 5576, Wayne County, Michigan",1301,0,1258,0,0,0,43,1207,94
G26016305576002,2016-2020,MI,Michigan,26,Wayne County,163,557600,2,15000US261635576002,"Block Group 2, Census Tract 5576, Wayne County, Michigan",919,2,917,0,0,0,0,919,0
G26016305576003,2016-2020,MI,Michigan,26,Wayne County,163,557600,3,15000US261635576003,"Block Group 3, Census Tract 5576, Wayne County, Michigan",642,2,576,23,0,0,41,581,61
G26016305577001,2016-2020,MI,Michigan,26,Wayne County,163,557700,1,15000US261635577001,"Block Group 1, Census Tract 5577, Wayne County, Michigan",1102,0,1092,10,0,0,0,1102,0
G26016305577002,2016-2020,MI,Michigan,26,Wayne County,163,557700,2,15000US261635577002,"Block Group 2, Census Tract 5577, Wayne County, Michigan",791,30,761,0,0,0,0,783,8
G26016305577003,2016-2020,MI,Michigan,26,Wayne County,163,557700,3,15000US261635577003,"Block Group 3, Census Tract 5577, Wayne County, Michigan",2361,1,2289,71,0,0,0,2353,8
G26016305579011,2016-2020,MI,Michigan,26,Wayne County,163,557901,1,15000US261635579011,"Block Group 1, Census Tract 5579.01, Wayne County, Michigan",1903,33,1673,164,0,0,12,1823,80
G26016305579012,2016-2020,MI,Michigan,26,Wayne County,163,557901,2,15000US261635579012,"Block Group 2, Census Tract 5579.01, Wayne County, Michigan",1059,73,950,19,0,0,17,1017,42
G26016305579013,2016-2020,MI,Michigan,26,Wayne County,163,557901,3,15000US261635579013,"Block Group 3, Census Tract 5579.01, Wayne County, Michigan",1090,0,1090,0,0,0,0,1067,23
G26016305580001,2016-2020,MI,Michigan,26,Wayne County,163,558000,1,15000US261635580001,"Block Group 1, Census Tract 5580, Wayne County, Michigan",779,31,661,0,0,0,87,766,13
G26016305580002,2016-2020,MI,Michigan,26,Wayne County,163,558000,2,15000US261635580002,"Block Group 2, Census Tract 5580, Wayne County, Michigan",2009,29,1663,43,0,3,247,1963,46
G26016305580003,2016-2020,MI,Michigan,26,Wayne County,163,558000,3,15000US261635580003,"Block Group 3, Census Tract 5580, Wayne County, Michigan",889,1,856,1,0,0,31,815,74
G26016305580004,2016-2020,MI,Michigan,26,Wayne County,163,558000,4,15000US261635580004,"Block Group 4, Census Tract 5580, Wayne County, Michigan",652,7,645,0,0,0,0,652,0
G26016305581001,2016-2020,MI,Michigan,26,Wayne County,163,558100,1,15000US261635581001,"Block Group 1, Census Tract 5581, Wayne County, Michigan",1290,97,1109,58,7,0,8,1267,23
G26016305581002,2016-2020,MI,Michigan,26,Wayne County,163,558100,2,15000US261635581002,"Block Group 2, Census Tract 5581, Wayne County, Michigan",2087,76,1769,17,25,0,173,1893,194
G26016305582001,2016-2020,MI,Michigan,26,Wayne County,163,558200,1,15000US261635582001,"Block Group 1, Census Tract 5582, Wayne County, Michigan",2357,175,1889,39,0,0,52,2341,16
G26016305582002,2016-2020,MI,Michigan,26,Wayne County,163,558200,2,15000US261635582002,"Block Group 2, Census Tract 5582, Wayne County, Michigan",2192,278,1715,0,0,1,198,2148,44
G26016305583011,2016-2020,MI,Michigan,26,Wayne County,163,558301,1,15000US261635583011,"Block Group 1, Census Tract 5583.01, Wayne County, Michigan",3,0,3,0,0,0,0,3,0
G26016305583012,2016-2020,MI,Michigan,26,Wayne County,163,558301,2,15000US261635583012,"Block Group 2, Census Tract 5583.01, Wayne County, Michigan",993,33,947,9,0,0,4,979,14
G26016305583013,2016-2020,MI,Michigan,26,Wayne County,163,558301,3,15000US261635583013,"Block Group 3, Census Tract 5583.01, Wayne County, Michigan",623,41,496,14,0,0,72,613,10
G26016305584001,2016-2020,MI,Michigan,26,Wayne County,163,558400,1,15000US261635584001,"Block Group 1, Census Tract 5584, Wayne County, Michigan",1904,45,1698,112,0,0,43,1904,0
G26016305584002,2016-2020,MI,Michigan,26,Wayne County,163,558400,2,15000US261635584002,"Block Group 2, Census Tract 5584, Wayne County, Michigan",1318,169,1057,81,0,0,11,1301,17
G26016305584003,2016-2020,MI,Michigan,26,Wayne County,163,558400,3,15000US261635584003,"Block Group 3, Census Tract 5584, Wayne County, Michigan",1256,61,1191,0,0,0,4,1219,37
G26016305585001,2016-2020,MI,Michigan,26,Wayne County,163,558500,1,15000US261635585001,"Block Group 1, Census Tract 5585, Wayne County, Michigan",953,7,933,0,0,0,6,922,31
G26016305585002,2016-2020,MI,Michigan,26,Wayne County,163,558500,2,15000US261635585002,"Block Group 2, Census Tract 5585, Wayne County, Michigan",1503,12,1389,34,0,0,68,1503,0
G26016305585003,2016-2020,MI,Michigan,26,Wayne County,163,558500,3,15000US261635585003,"Block Group 3, Census Tract 5585, Wayne County, Michigan",1107,36,1020,0,13,0,38,1078,29
G26016305586001,2016-2020,MI,Michigan,26,Wayne County,163,558600,1,15000US261635586001,"Block Group 1, Census Tract 5586, Wayne County, Michigan",717,59,633,25,0,0,0,637,80
G26016305586002,2016-2020,MI,Michigan,26,Wayne County,163,558600,2,15000US261635586002,"Block Group 2, Census Tract 5586, Wayne County, Michigan",1086,29,984,50,0,0,23,1065,21
G26016305587001,2016-2020,MI,Michigan,26,Wayne County,163,558700,1,15000US261635587001,"Block Group 1, Census Tract 5587, Wayne County, Michigan",1705,73,1564,55,0,0,13,1641,64
G26016305587002,2016-2020,MI,Michigan,26,Wayne County,163,558700,2,15000US261635587002,"Block Group 2, Census Tract 5587, Wayne County, Michigan",995,1,942,8,0,0,44,983,12
G26016305588001,2016-2020,MI,Michigan,26,Wayne County,163,558800,1,15000US261635588001,"Block Group 1, Census Tract 5588, Wayne County, Michigan",1570,28,1436,13,0,0,93,1540,30
G26016305588002,2016-2020,MI,Michigan,26,Wayne County,163,558800,2,15000US261635588002,"Block Group 2, Census Tract 5588, Wayne County, Michigan",1113,26,945,108,0,11,23,1105,8
G26016305589001,2016-2020,MI,Michigan,26,Wayne County,163,558900,1,15000US261635589001,"Block Group 1, Census Tract 5589, Wayne County, Michigan",1081,13,913,62,0,0,91,1054,27
G26016305589002,2016-2020,MI,Michigan,26,Wayne County,163,558900,2,15000US261635589002,"Block Group 2, Census Tract 5589, Wayne County, Michigan",767,40,698,0,0,0,29,766,1
G26016305590001,2016-2020,MI,Michigan,26,Wayne County,163,559000,1,15000US261635590001,"Block Group 1, Census Tract 5590, Wayne County, Michigan",1525,88,1415,12,0,0,10,1376,149
G26016305590002,2016-2020,MI,Michigan,26,Wayne County,163,559000,2,15000US261635590002,"Block Group 2, Census Tract 5590, Wayne County, Michigan",1242,154,1022,0,0,0,54,1196,46
G26016305591001,2016-2020,MI,Michigan,26,Wayne County,163,559100,1,15000US261635591001,"Block Group 1, Census Tract 5591, Wayne County, Michigan",1683,146,1410,11,0,0,116,1411,272
G26016305591002,2016-2020,MI,Michigan,26,Wayne County,163,559100,2,15000US261635591002,"Block Group 2, Census Tract 5591, Wayne County, Michigan",859,21,785,13,0,0,14,774,85
G26016305592001,2016-2020,MI,Michigan,26,Wayne County,163,559200,1,15000US261635592001,"Block Group 1, Census Tract 5592, Wayne County, Michigan",1136,9,1003,48,0,0,72,1032,104
G26016305592002,2016-2020,MI,Michigan,26,Wayne County,163,559200,2,15000US261635592002,"Block Group 2, Census Tract 5592, Wayne County, Michigan",1074,46,899,64,0,0,17,1012,62
G26016305598001,2016-2020,MI,Michigan,26,Wayne County,163,559800,1,15000US261635598001,"Block Group 1, Census Tract 5598, Wayne County, Michigan",1195,1117,67,8,0,0,3,1190,5
G26016305598002,2016-2020,MI,Michigan,26,Wayne County,163,559800,2,15000US261635598002,"Block Group 2, Census Tract 5598, Wayne County, Michigan",1327,1229,55,0,0,5,38,1284,43
G26016305598003,2016-2020,MI,Michigan,26,Wayne County,163,559800,3,15000US261635598003,"Block Group 3, Census Tract 5598, Wayne County, Michigan",993,987,6,0,0,0,0,993,0
G26016305601001,2016-2020,MI,Michigan,26,Wayne County,163,560100,1,15000US261635601001,"Block Group 1, Census Tract 5601, Wayne County, Michigan",1339,0,1253,0,0,0,86,1321,18
G26016305601002,2016-2020,MI,Michigan,26,Wayne County,163,560100,2,15000US261635601002,"Block Group 2, Census Tract 5601, Wayne County, Michigan",876,0,784,48,0,0,44,867,9
G26016305601003,2016-2020,MI,Michigan,26,Wayne County,163,560100,3,15000US261635601003,"Block Group 3, Census Tract 5601, Wayne County, Michigan",462,0,462,0,0,0,0,462,0
G26016305602011,2016-2020,MI,Michigan,26,Wayne County,163,560201,1,15000US261635602011,"Block Group 1, Census Tract 5602.01, Wayne County, Michigan",426,0,367,0,0,0,59,425,1
G26016305602012,2016-2020,MI,Michigan,26,Wayne County,163,560201,2,15000US261635602012,"Block Group 2, Census Tract 5602.01, Wayne County, Michigan",1555,0,995,278,0,140,13,1400,155
G26016305602021,2016-2020,MI,Michigan,26,Wayne County,163,560202,1,15000US261635602021,"Block Group 1, Census Tract 5602.02, Wayne County, Michigan",1393,3,1117,273,0,0,0,1301,92
G26016305602022,2016-2020,MI,Michigan,26,Wayne County,163,560202,2,15000US261635602022,"Block Group 2, Census Tract 5602.02, Wayne County, Michigan",894,37,764,14,0,0,0,790,104
G26016305602023,2016-2020,MI,Michigan,26,Wayne County,163,560202,3,15000US261635602023,"Block Group 3, Census Tract 5602.02, Wayne County, Michigan",880,20,719,141,0,0,0,809,71
G26016305603001,2016-2020,MI,Michigan,26,Wayne County,163,560300,1,15000US261635603001,"Block Group 1, Census Tract 5603, Wayne County, Michigan",1396,0,1184,193,0,0,19,1364,32
G26016305603002,2016-2020,MI,Michigan,26,Wayne County,163,560300,2,15000US261635603002,"Block Group 2, Census Tract 5603, Wayne County, Michigan",1415,60,1042,284,0,0,29,1363,52
G26016305603003,2016-2020,MI,Michigan,26,Wayne County,163,560300,3,15000US261635603003,"Block Group 3, Census Tract 5603, Wayne County, Michigan",574,8,533,18,0,0,15,574,0
G26016305604001,2016-2020,MI,Michigan,26,Wayne County,163,560400,1,15000US261635604001,"Block Group 1, Census Tract 5604, Wayne County, Michigan",1099,20,1015,55,0,0,0,1090,9
G26016305604002,2016-2020,MI,Michigan,26,Wayne County,163,560400,2,15000US261635604002,"Block Group 2, Census Tract 5604, Wayne County, Michigan",1301,14,1226,58,0,0,3,1301,0
G26016305604003,2016-2020,MI,Michigan,26,Wayne County,163,560400,3,15000US261635604003,"Block Group 3, Census Tract 5604, Wayne County, Michigan",632,0,575,26,0,0,16,585,47
G26016305604004,2016-2020,MI,Michigan,26,Wayne County,163,560400,4,15000US261635604004,"Block Group 4, Census Tract 5604, Wayne County, Michigan",1105,40,990,65,0,0,10,1105,0
G26016305604005,2016-2020,MI,Michigan,26,Wayne County,163,560400,5,15000US261635604005,"Block Group 5, Census Tract 5604, Wayne County, Michigan",1647,0,1547,100,0,0,0,1647,0
G26016305612001,2016-2020,MI,Michigan,26,Wayne County,163,561200,1,15000US261635612001,"Block Group 1, Census Tract 5612, Wayne County, Michigan",1238,4,811,398,0,0,0,1237,1
G26016305612002,2016-2020,MI,Michigan,26,Wayne County,163,561200,2,15000US261635612002,"Block Group 2, Census Tract 5612, Wayne County, Michigan",2179,0,1255,676,0,0,248,1930,249
G26016305612003,2016-2020,MI,Michigan,26,Wayne County,163,561200,3,15000US261635612003,"Block Group 3, Census Tract 5612, Wayne County, Michigan",1292,0,859,375,0,0,58,1292,0
G26016305612004,2016-2020,MI,Michigan,26,Wayne County,163,561200,4,15000US261635612004,"Block Group 4, Census Tract 5612, Wayne County, Michigan",2345,56,1550,540,0,0,199,2184,161
G26016305613011,2016-2020,MI,Michigan,26,Wayne County,163,561301,1,15000US261635613011,"Block Group 1, Census Tract 5613.01, Wayne County, Michigan",1045,0,632,257,0,0,156,1045,0
G26016305613012,2016-2020,MI,Michigan,26,Wayne County,163,561301,2,15000US261635613012,"Block Group 2, Census Tract 5613.01, Wayne County, Michigan",1187,0,1137,18,0,0,32,1134,53
G26016305613013,2016-2020,MI,Michigan,26,Wayne County,163,561301,3,15000US261635613013,"Block Group 3, Census Tract 5613.01, Wayne County, Michigan",1026,0,952,56,0,0,18,993,33
G26016305613021,2016-2020,MI,Michigan,26,Wayne County,163,561302,1,15000US261635613021,"Block Group 1, Census Tract 5613.02, Wayne County, Michigan",2790,0,2737,53,0,0,0,2790,0
G26016305613022,2016-2020,MI,Michigan,26,Wayne County,163,561302,2,15000US261635613022,"Block Group 2, Census Tract 5613.02, Wayne County, Michigan",1055,0,900,155,0,0,0,1055,0
G26016305613023,2016-2020,MI,Michigan,26,Wayne County,163,561302,3,15000US261635613023,"Block Group 3, Census Tract 5613.02, Wayne County, Michigan",700,24,571,105,0,0,0,700,0
G26016305616001,2016-2020,MI,Michigan,26,Wayne County,163,561600,1,15000US261635616001,"Block Group 1, Census Tract 5616, Wayne County, Michigan",1361,96,1257,0,0,8,0,1361,0
G26016305616002,2016-2020,MI,Michigan,26,Wayne County,163,561600,2,15000US261635616002,"Block Group 2, Census Tract 5616, Wayne County, Michigan",912,0,881,31,0,0,0,897,15
G26016305616003,2016-2020,MI,Michigan,26,Wayne County,163,561600,3,15000US261635616003,"Block Group 3, Census Tract 5616, Wayne County, Michigan",1303,3,1264,14,0,0,22,1262,41
G26016305617001,2016-2020,MI,Michigan,26,Wayne County,163,561700,1,15000US261635617001,"Block Group 1, Census Tract 5617, Wayne County, Michigan",0,0,0,0,0,0,0,0,0
G26016305617002,2016-2020,MI,Michigan,26,Wayne County,163,561700,2,15000US261635617002,"Block Group 2, Census Tract 5617, Wayne County, Michigan",2300,70,2019,111,0,0,100,2176,124
G26016305619001,2016-2020,MI,Michigan,26,Wayne County,163,561900,1,15000US261635619001,"Block Group 1, Census Tract 5619, Wayne County, Michigan",1388,0,1296,48,0,13,31,1357,31
G26016305619002,2016-2020,MI,Michigan,26,Wayne County,163,561900,2,15000US261635619002,"Block Group 2, Census Tract 5619, Wayne County, Michigan",909,0,741,71,0,0,97,872,37
G26016305619003,2016-2020,MI,Michigan,26,Wayne County,163,561900,3,15000US261635619003,"Block Group 3, Census Tract 5619, Wayne County, Michigan",2065,0,1817,212,0,0,18,1969,96
G26016305619004,2016-2020,MI,Michigan,26,Wayne County,163,561900,4,15000US261635619004,"Block Group 4, Census Tract 5619, Wayne County, Michigan",1194,0,998,106,0,0,90,1194,0
G26016305619005,2016-2020,MI,Michigan,26,Wayne County,163,561900,5,15000US261635619005,"Block Group 5, Census Tract 5619, Wayne County, Michigan",1306,42,1186,58,0,0,20,1306,0
G26016305623001,2016-2020,MI,Michigan,26,Wayne County,163,562300,1,15000US261635623001,"Block Group 1, Census Tract 5623, Wayne County, Michigan",1267,74,1001,173,0,1,18,1176,91
G26016305623002,2016-2020,MI,Michigan,26,Wayne County,163,562300,2,15000US261635623002,"Block Group 2, Census Tract 5623, Wayne County, Michigan",996,0,954,34,0,0,8,996,0
G26016305624001,2016-2020,MI,Michigan,26,Wayne County,163,562400,1,15000US261635624001,"Block Group 1, Census Tract 5624, Wayne County, Michigan",1497,7,1338,72,0,0,50,1497,0
G26016305624002,2016-2020,MI,Michigan,26,Wayne County,163,562400,2,15000US261635624002,"Block Group 2, Census Tract 5624, Wayne County, Michigan",936,0,921,15,0,0,0,936,0
G26016305624003,2016-2020,MI,Michigan,26,Wayne County,163,562400,3,15000US261635624003,"Block Group 3, Census Tract 5624, Wayne County, Michigan",1547,0,1522,25,0,0,0,1547,0
G26016305624004,2016-2020,MI,Michigan,26,Wayne County,163,562400,4,15000US261635624004,"Block Group 4, Census Tract 5624, Wayne County, Michigan",1272,121,997,154,0,0,0,1272,0
G26016305625001,2016-2020,MI,Michigan,26,Wayne County,163,562500,1,15000US261635625001,"Block Group 1, Census Tract 5625, Wayne County, Michigan",556,0,530,0,0,0,20,543,13
G26016305625002,2016-2020,MI,Michigan,26,Wayne County,163,562500,2,15000US261635625002,"Block Group 2, Census Tract 5625, Wayne County, Michigan",986,46,931,6,0,3,0,986,0
G26016305626001,2016-2020,MI,Michigan,26,Wayne County,163,562600,1,15000US261635626001,"Block Group 1, Census Tract 5626, Wayne County, Michigan",1898,8,1890,0,0,0,0,1898,0
G26016305626002,2016-2020,MI,Michigan,26,Wayne County,163,562600,2,15000US261635626002,"Block Group 2, Census Tract 5626, Wayne County, Michigan",2057,19,1797,68,0,8,165,2042,15
G26016305627001,2016-2020,MI,Michigan,26,Wayne County,163,562700,1,15000US261635627001,"Block Group 1, Census Tract 5627, Wayne County, Michigan",2200,15,2157,8,0,14,6,2177,23
G26016305627002,2016-2020,MI,Michigan,26,Wayne County,163,562700,2,15000US261635627002,"Block Group 2, Census Tract 5627, Wayne County, Michigan",1471,92,1333,18,0,0,21,1460,11
G26016305628001,2016-2020,MI,Michigan,26,Wayne County,163,562800,1,15000US261635628001,"Block Group 1, Census Tract 5628, Wayne County, Michigan",690,9,665,6,0,0,10,598,92
G26016305628002,2016-2020,MI,Michigan,26,Wayne County,163,562800,2,15000US261635628002,"Block Group 2, Census Tract 5628, Wayne County, Michigan",1015,10,986,19,0,0,0,1009,6
G26016305628003,2016-2020,MI,Michigan,26,Wayne County,163,562800,3,15000US261635628003,"Block Group 3, Census Tract 5628, Wayne County, Michigan",1801,57,1557,92,0,0,79,1702,99
G26016305629001,2016-2020,MI,Michigan,26,Wayne County,163,562900,1,15000US261635629001,"Block Group 1, Census Tract 5629, Wayne County, Michigan",1068,9,1035,0,0,0,24,1062,6
G26016305629002,2016-2020,MI,Michigan,26,Wayne County,163,562900,2,15000US261635629002,"Block Group 2, Census Tract 5629, Wayne County, Michigan",1182,21,1098,29,0,0,24,1067,115
G26016305629003,2016-2020,MI,Michigan,26,Wayne County,163,562900,3,15000US261635629003,"Block Group 3, Census Tract 5629, Wayne County, Michigan",1051,15,1017,0,0,0,8,1031,20
G26016305632001,2016-2020,MI,Michigan,26,Wayne County,163,563200,1,15000US261635632001,"Block Group 1, Census Tract 5632, Wayne County, Michigan",1811,253,1381,84,0,0,93,1811,0
G26016305632002,2016-2020,MI,Michigan,26,Wayne County,163,563200,2,15000US261635632002,"Block Group 2, Census Tract 5632, Wayne County, Michigan",1013,370,384,92,0,0,159,946,67
G26016305633001,2016-2020,MI,Michigan,26,Wayne County,163,563300,1,15000US261635633001,"Block Group 1, Census Tract 5633, Wayne County, Michigan",1218,165,895,80,0,0,63,1203,15
G26016305633002,2016-2020,MI,Michigan,26,Wayne County,163,563300,2,15000US261635633002,"Block Group 2, Census Tract 5633, Wayne County, Michigan",1654,99,1353,171,0,0,31,1648,6
G26016305634001,2016-2020,MI,Michigan,26,Wayne County,163,563400,1,15000US261635634001,"Block Group 1, Census Tract 5634, Wayne County, Michigan",921,177,660,41,0,0,43,921,0
G26016305634002,2016-2020,MI,Michigan,26,Wayne County,163,563400,2,15000US261635634002,"Block Group 2, Census Tract 5634, Wayne County, Michigan",1097,17,880,200,0,0,0,1097,0
G26016305634003,2016-2020,MI,Michigan,26,Wayne County,163,563400,3,15000US261635634003,"Block Group 3, Census Tract 5634, Wayne County, Michigan",1654,0,1564,62,0,0,0,1626,28
G26016305634004,2016-2020,MI,Michigan,26,Wayne County,163,563400,4,15000US261635634004,"Block Group 4, Census Tract 5634, Wayne County, Michigan",773,0,749,12,0,0,12,773,0
G26016305635001,2016-2020,MI,Michigan,26,Wayne County,163,563500,1,15000US261635635001,"Block Group 1, Census Tract 5635, Wayne County, Michigan",2519,0,2430,50,0,0,25,2475,44
G26016305635002,2016-2020,MI,Michigan,26,Wayne County,163,563500,2,15000US261635635002,"Block Group 2, Census Tract 5635, Wayne County, Michigan",1272,73,905,172,0,0,122,1272,0
G26016305635003,2016-2020,MI,Michigan,26,Wayne County,163,563500,3,15000US261635635003,"Block Group 3, Census Tract 5635, Wayne County, Michigan",805,14,645,88,0,0,58,805,0
G26016305635004,2016-2020,MI,Michigan,26,Wayne County,163,563500,4,15000US261635635004,"Block Group 4, Census Tract 5635, Wayne County, Michigan",1769,102,1641,7,0,0,19,1759,10
G26016305636001,2016-2020,MI,Michigan,26,Wayne County,163,563600,1,15000US261635636001,"Block Group 1, Census Tract 5636, Wayne County, Michigan",1918,81,1415,265,0,0,157,1812,106
G26016305637001,2016-2020,MI,Michigan,26,Wayne County,163,563700,1,15000US261635637001,"Block Group 1, Census Tract 5637, Wayne County, Michigan",1858,355,1186,312,0,0,4,1825,33
G26016305638001,2016-2020,MI,Michigan,26,Wayne County,163,563800,1,15000US261635638001,"Block Group 1, Census Tract 5638, Wayne County, Michigan",1333,127,1091,90,0,0,25,1262,71
G26016305638002,2016-2020,MI,Michigan,26,Wayne County,163,563800,2,15000US261635638002,"Block Group 2, Census Tract 5638, Wayne County, Michigan",1634,242,1308,45,0,0,39,1608,26
G26016305639001,2016-2020,MI,Michigan,26,Wayne County,163,563900,1,15000US261635639001,"Block Group 1, Census Tract 5639, Wayne County, Michigan",2528,199,1648,553,0,0,116,2427,101
G26016305640001,2016-2020,MI,Michigan,26,Wayne County,163,564000,1,15000US261635640001,"Block Group 1, Census Tract 5640, Wayne County, Michigan",1000,251,484,128,0,0,137,1000,0
G26016305640002,2016-2020,MI,Michigan,26,Wayne County,163,564000,2,15000US261635640002,"Block Group 2, Census Tract 5640, Wayne County, Michigan",1016,92,683,188,0,0,53,971,45
G26016305641001,2016-2020,MI,Michigan,26,Wayne County,163,564100,1,15000US261635641001,"Block Group 1, Census Tract 5641, Wayne County, Michigan",937,101,719,96,0,0,21,892,45
G26016305641002,2016-2020,MI,Michigan,26,Wayne County,163,564100,2,15000US261635641002,"Block Group 2, Census Tract 5641, Wayne County, Michigan",1599,20,1372,177,0,0,30,1311,288
G26016305641003,2016-2020,MI,Michigan,26,Wayne County,163,564100,3,15000US261635641003,"Block Group 3, Census Tract 5641, Wayne County, Michigan",1820,206,571,845,0,0,141,1683,137
G26016305642001,2016-2020,MI,Michigan,26,Wayne County,163,564200,1,15000US261635642001,"Block Group 1, Census Tract 5642, Wayne County, Michigan",1360,12,1082,224,0,0,42,1322,38
G26016305642002,2016-2020,MI,Michigan,26,Wayne County,163,564200,2,15000US261635642002,"Block Group 2, Census Tract 5642, Wayne County, Michigan",1317,249,827,202,0,0,39,1317,0
G26016305642003,2016-2020,MI,Michigan,26,Wayne County,163,564200,3,15000US261635642003,"Block Group 3, Census Tract 5642, Wayne County, Michigan",0,0,0,0,0,0,0,0,0
G26016305642004,2016-2020,MI,Michigan,26,Wayne County,163,564200,4,15000US261635642004,"Block Group 4, Census Tract 5642, Wayne County, Michigan",1205,85,1071,44,0,5,0,1176,29
G26016305643001,2016-2020,MI,Michigan,26,Wayne County,163,564300,1,15000US261635643001,"Block Group 1, Census Tract 5643, Wayne County, Michigan",1475,43,1215,182,0,0,15,1392,83
G26016305643002,2016-2020,MI,Michigan,26,Wayne County,163,564300,2,15000US261635643002,"Block Group 2, Census Tract 5643, Wayne County, Michigan",901,139,695,67,0,0,0,884,17
G26016305644011,2016-2020,MI,Michigan,26,Wayne County,163,564401,1,15000US261635644011,"Block Group 1, Census Tract 5644.01, Wayne County, Michigan",1432,15,927,452,0,0,25,1406,26
