GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,GEOID,NAME,BTTRA,BTBGA,Total,not_hisp_lat,not_white,not_black,not_aian,not_asian,not_nhpi,not_other,not_two_more,not_two_incl_someother,not_two_excl_someother_three,hisp_lat,hisp_white,hisp_black,hisp_aian,hisp_asian,hisp_nhpi,hisp_other,hisp_two_more,hisp_two_incl_someother,hisp_two_excl_someother_three
G26004900108112,2016-2020,MI,Michigan,26,Genesee County,49,10811,2,15000US260490108112,"Block Group 2, Census Tract 108.11, Genesee County, Michigan",,,1419,1384,455,832,4,27,0,0,66,0,66,35,34,0,0,0,0,0,1,1,0
G26004900108121,2016-2020,MI,Michigan,26,Genesee County,49,10812,1,15000US260490108121,"Block Group 1, Census Tract 108.12, Genesee County, Michigan",,,1127,1127,827,279,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0
G26004900108122,2016-2020,MI,Michigan,26,Genesee County,49,10812,2,15000US260490108122,"Block Group 2, Census Tract 108.12, Genesee County, Michigan",,,548,523,215,274,34,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,25
G26004900108123,2016-2020,MI,Michigan,26,Genesee County,49,10812,3,15000US260490108123,"Block Group 3, Census Tract 108.12, Genesee County, Michigan",,,1110,1110,84,839,0,0,0,0,187,0,187,0,0,0,0,0,0,0,0,0,0
G26004900108124,2016-2020,MI,Michigan,26,Genesee County,49,10812,4,15000US260490108124,"Block Group 4, Census Tract 108.12, Genesee County, Michigan",,,600,600,477,28,0,0,0,0,95,0,95,0,0,0,0,0,0,0,0,0,0
G26004900108131,2016-2020,MI,Michigan,26,Genesee County,49,10813,1,15000US260490108131,"Block Group 1, Census Tract 108.13, Genesee County, Michigan",,,1646,1621,603,711,0,171,0,0,136,0,136,25,25,0,0,0,0,0,0,0,0
G26004900108132,2016-2020,MI,Michigan,26,Genesee County,49,10813,2,15000US260490108132,"Block Group 2, Census Tract 108.13, Genesee County, Michigan",,,561,493,273,49,0,0,0,148,23,0,23,68,59,0,0,0,0,9,0,0,0
G26004900108133,2016-2020,MI,Michigan,26,Genesee County,49,10813,3,15000US260490108133,"Block Group 3, Census Tract 108.13, Genesee County, Michigan",,,1090,1074,962,51,0,0,0,0,61,0,61,16,0,16,0,0,0,0,0,0,0
G26004900108134,2016-2020,MI,Michigan,26,Genesee County,49,10813,4,15000US260490108134,"Block Group 4, Census Tract 108.13, Genesee County, Michigan",,,1310,1310,1146,145,0,0,0,10,9,0,9,0,0,0,0,0,0,0,0,0,0
G26004900109101,2016-2020,MI,Michigan,26,Genesee County,49,10910,1,15000US260490109101,"Block Group 1, Census Tract 109.10, Genesee County, Michigan",,,523,499,380,90,0,0,0,0,29,0,29,24,0,0,0,0,0,24,0,0,0
G26004900109102,2016-2020,MI,Michigan,26,Genesee County,49,10910,2,15000US260490109102,"Block Group 2, Census Tract 109.10, Genesee County, Michigan",,,679,590,423,133,0,0,0,0,34,0,34,89,89,0,0,0,0,0,0,0,0
G26004900109103,2016-2020,MI,Michigan,26,Genesee County,49,10910,3,15000US260490109103,"Block Group 3, Census Tract 109.10, Genesee County, Michigan",,,780,721,592,129,0,0,0,0,0,0,0,59,0,0,0,0,0,40,19,19,0
G26004900109104,2016-2020,MI,Michigan,26,Genesee County,49,10910,4,15000US260490109104,"Block Group 4, Census Tract 109.10, Genesee County, Michigan",,,951,951,925,0,0,12,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0
G26004900109111,2016-2020,MI,Michigan,26,Genesee County,49,10911,1,15000US260490109111,"Block Group 1, Census Tract 109.11, Genesee County, Michigan",,,1385,1362,120,1228,14,0,0,0,0,0,0,23,7,0,0,0,0,9,7,0,7
G26004900109112,2016-2020,MI,Michigan,26,Genesee County,49,10911,2,15000US260490109112,"Block Group 2, Census Tract 109.11, Genesee County, Michigan",,,1533,1487,399,739,176,0,0,0,173,0,173,46,35,0,0,0,0,11,0,0,0
G26004900109113,2016-2020,MI,Michigan,26,Genesee County,49,10911,3,15000US260490109113,"Block Group 3, Census Tract 109.11, Genesee County, Michigan",,,1090,1082,917,165,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
G26004900109121,2016-2020,MI,Michigan,26,Genesee County,49,10912,1,15000US260490109121,"Block Group 1, Census Tract 109.12, Genesee County, Michigan",,,967,910,717,163,0,12,0,1,17,0,17,57,55,0,0,0,0,0,2,0,2
G26004900109122,2016-2020,MI,Michigan,26,Genesee County,49,10912,2,15000US260490109122,"Block Group 2, Census Tract 109.12, Genesee County, Michigan",,,1185,1185,1169,5,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0
G26004900109123,2016-2020,MI,Michigan,26,Genesee County,49,10912,3,15000US260490109123,"Block Group 3, Census Tract 109.12, Genesee County, Michigan",,,472,455,415,0,0,0,0,0,40,0,40,17,17,0,0,0,0,0,0,0,0
G26004900110101,2016-2020,MI,Michigan,26,Genesee County,49,11010,1,15000US260490110101,"Block Group 1, Census Tract 110.10, Genesee County, Michigan",,,651,651,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900110102,2016-2020,MI,Michigan,26,Genesee County,49,11010,2,15000US260490110102,"Block Group 2, Census Tract 110.10, Genesee County, Michigan",,,954,927,927,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,27,27,0
G26004900110103,2016-2020,MI,Michigan,26,Genesee County,49,11010,3,15000US260490110103,"Block Group 3, Census Tract 110.10, Genesee County, Michigan",,,1434,1268,1198,44,0,22,0,0,4,0,4,166,74,71,7,0,0,0,14,14,0
G26004900110104,2016-2020,MI,Michigan,26,Genesee County,49,11010,4,15000US260490110104,"Block Group 4, Census Tract 110.10, Genesee County, Michigan",,,602,599,599,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
G26004900110105,2016-2020,MI,Michigan,26,Genesee County,49,11010,5,15000US260490110105,"Block Group 5, Census Tract 110.10, Genesee County, Michigan",,,2043,2043,1730,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900111021,2016-2020,MI,Michigan,26,Genesee County,49,11102,1,15000US260490111021,"Block Group 1, Census Tract 111.02, Genesee County, Michigan",,,1315,1288,1163,29,15,71,0,0,10,10,0,27,0,0,0,0,0,9,18,18,0
G26004900111022,2016-2020,MI,Michigan,26,Genesee County,49,11102,2,15000US260490111022,"Block Group 2, Census Tract 111.02, Genesee County, Michigan",,,1121,1052,944,21,0,0,0,57,30,30,0,69,69,0,0,0,0,0,0,0,0
G26004900111023,2016-2020,MI,Michigan,26,Genesee County,49,11102,3,15000US260490111023,"Block Group 3, Census Tract 111.02, Genesee County, Michigan",,,1625,1495,1285,117,0,77,0,16,0,0,0,130,13,0,18,0,0,13,86,41,45
G26004900111024,2016-2020,MI,Michigan,26,Genesee County,49,11102,4,15000US260490111024,"Block Group 4, Census Tract 111.02, Genesee County, Michigan",,,1051,885,772,85,0,28,0,0,0,0,0,166,166,0,0,0,0,0,0,0,0
G26004900111031,2016-2020,MI,Michigan,26,Genesee County,49,11103,1,15000US260490111031,"Block Group 1, Census Tract 111.03, Genesee County, Michigan",,,1499,1454,1171,11,0,122,0,0,150,0,150,45,45,0,0,0,0,0,0,0,0
G26004900111032,2016-2020,MI,Michigan,26,Genesee County,49,11103,2,15000US260490111032,"Block Group 2, Census Tract 111.03, Genesee County, Michigan",,,1091,1091,1047,26,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900111033,2016-2020,MI,Michigan,26,Genesee County,49,11103,3,15000US260490111033,"Block Group 3, Census Tract 111.03, Genesee County, Michigan",,,1004,985,819,63,0,29,0,0,74,74,0,19,19,0,0,0,0,0,0,0,0
G26004900111041,2016-2020,MI,Michigan,26,Genesee County,49,11104,1,15000US260490111041,"Block Group 1, Census Tract 111.04, Genesee County, Michigan",,,2306,2306,2118,120,0,48,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0
G26004900111042,2016-2020,MI,Michigan,26,Genesee County,49,11104,2,15000US260490111042,"Block Group 2, Census Tract 111.04, Genesee County, Michigan",,,1338,1336,1239,0,14,83,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
G26004900111043,2016-2020,MI,Michigan,26,Genesee County,49,11104,3,15000US260490111043,"Block Group 3, Census Tract 111.04, Genesee County, Michigan",,,1438,1376,1008,220,0,36,0,0,112,20,92,62,62,0,0,0,0,0,0,0,0
G26004900111044,2016-2020,MI,Michigan,26,Genesee County,49,11104,4,15000US260490111044,"Block Group 4, Census Tract 111.04, Genesee County, Michigan",,,913,913,636,102,0,168,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0
G26004900112091,2016-2020,MI,Michigan,26,Genesee County,49,11209,1,15000US260490112091,"Block Group 1, Census Tract 112.09, Genesee County, Michigan",,,2242,2151,2074,26,0,15,0,0,36,0,36,91,0,0,0,0,0,0,91,0,91
G26004900112092,2016-2020,MI,Michigan,26,Genesee County,49,11209,2,15000US260490112092,"Block Group 2, Census Tract 112.09, Genesee County, Michigan",,,1549,1433,1028,405,0,0,0,0,0,0,0,116,47,69,0,0,0,0,0,0,0
G26004900112093,2016-2020,MI,Michigan,26,Genesee County,49,11209,3,15000US260490112093,"Block Group 3, Census Tract 112.09, Genesee County, Michigan",,,1973,1973,1505,355,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900112094,2016-2020,MI,Michigan,26,Genesee County,49,11209,4,15000US260490112094,"Block Group 4, Census Tract 112.09, Genesee County, Michigan",,,564,564,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900112101,2016-2020,MI,Michigan,26,Genesee County,49,11210,1,15000US260490112101,"Block Group 1, Census Tract 112.10, Genesee County, Michigan",,,802,780,717,63,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0
G26004900112102,2016-2020,MI,Michigan,26,Genesee County,49,11210,2,15000US260490112102,"Block Group 2, Census Tract 112.10, Genesee County, Michigan",,,945,922,710,184,3,0,0,0,25,0,25,23,0,0,0,0,1,0,22,19,3
G26004900112111,2016-2020,MI,Michigan,26,Genesee County,49,11211,1,15000US260490112111,"Block Group 1, Census Tract 112.11, Genesee County, Michigan",,,1358,1331,632,387,0,0,0,201,111,0,111,27,27,0,0,0,0,0,0,0,0
G26004900112112,2016-2020,MI,Michigan,26,Genesee County,49,11211,2,15000US260490112112,"Block Group 2, Census Tract 112.11, Genesee County, Michigan",,,2101,2080,1646,284,0,64,0,0,86,0,86,21,21,0,0,0,0,0,0,0,0
G26004900112113,2016-2020,MI,Michigan,26,Genesee County,49,11211,3,15000US260490112113,"Block Group 3, Census Tract 112.11, Genesee County, Michigan",,,395,395,381,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900112114,2016-2020,MI,Michigan,26,Genesee County,49,11211,4,15000US260490112114,"Block Group 4, Census Tract 112.11, Genesee County, Michigan",,,1061,969,724,152,0,61,0,0,32,0,32,92,92,0,0,0,0,0,0,0,0
G26004900112121,2016-2020,MI,Michigan,26,Genesee County,49,11212,1,15000US260490112121,"Block Group 1, Census Tract 112.12, Genesee County, Michigan",,,1589,1589,1337,148,0,35,0,0,69,0,69,0,0,0,0,0,0,0,0,0,0
G26004900112122,2016-2020,MI,Michigan,26,Genesee County,49,11212,2,15000US260490112122,"Block Group 2, Census Tract 112.12, Genesee County, Michigan",,,2219,2044,1542,329,0,0,0,0,173,0,173,175,154,0,0,0,0,0,21,0,21
G26004900112123,2016-2020,MI,Michigan,26,Genesee County,49,11212,3,15000US260490112123,"Block Group 3, Census Tract 112.12, Genesee County, Michigan",,,1221,1221,1148,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900112124,2016-2020,MI,Michigan,26,Genesee County,49,11212,4,15000US260490112124,"Block Group 4, Census Tract 112.12, Genesee County, Michigan",,,354,354,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900112131,2016-2020,MI,Michigan,26,Genesee County,49,11213,1,15000US260490112131,"Block Group 1, Census Tract 112.13, Genesee County, Michigan",,,1201,1187,1023,62,0,102,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0
G26004900112132,2016-2020,MI,Michigan,26,Genesee County,49,11213,2,15000US260490112132,"Block Group 2, Census Tract 112.13, Genesee County, Michigan",,,2153,2139,1910,198,0,13,0,0,18,0,18,14,14,0,0,0,0,0,0,0,0
G26004900112133,2016-2020,MI,Michigan,26,Genesee County,49,11213,3,15000US260490112133,"Block Group 3, Census Tract 112.13, Genesee County, Michigan",,,1395,1341,1031,167,0,143,0,0,0,0,0,54,35,0,0,0,0,18,1,1,0
G26004900112141,2016-2020,MI,Michigan,26,Genesee County,49,11214,1,15000US260490112141,"Block Group 1, Census Tract 112.14, Genesee County, Michigan",,,2595,2595,1561,56,0,125,0,845,8,0,8,0,0,0,0,0,0,0,0,0,0
G26004900112142,2016-2020,MI,Michigan,26,Genesee County,49,11214,2,15000US260490112142,"Block Group 2, Census Tract 112.14, Genesee County, Michigan",,,757,757,469,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900112143,2016-2020,MI,Michigan,26,Genesee County,49,11214,3,15000US260490112143,"Block Group 3, Census Tract 112.14, Genesee County, Michigan",,,2004,1994,1344,516,0,0,0,0,134,0,134,10,10,0,0,0,0,0,0,0,0
G26004900112144,2016-2020,MI,Michigan,26,Genesee County,49,11214,4,15000US260490112144,"Block Group 4, Census Tract 112.14, Genesee County, Michigan",,,1379,1205,746,352,0,107,0,0,0,0,0,174,0,0,0,0,0,0,174,174,0
G26004900113011,2016-2020,MI,Michigan,26,Genesee County,49,11301,1,15000US260490113011,"Block Group 1, Census Tract 113.01, Genesee County, Michigan",,,881,863,382,339,0,0,0,0,142,0,142,18,18,0,0,0,0,0,0,0,0
G26004900113012,2016-2020,MI,Michigan,26,Genesee County,49,11301,2,15000US260490113012,"Block Group 2, Census Tract 113.01, Genesee County, Michigan",,,1232,1232,1200,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900113013,2016-2020,MI,Michigan,26,Genesee County,49,11301,3,15000US260490113013,"Block Group 3, Census Tract 113.01, Genesee County, Michigan",,,1255,1228,1082,88,0,0,0,0,58,0,58,27,0,0,0,0,0,27,0,0,0
G26004900113014,2016-2020,MI,Michigan,26,Genesee County,49,11301,4,15000US260490113014,"Block Group 4, Census Tract 113.01, Genesee County, Michigan",,,1700,1642,1491,151,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0
G26004900113021,2016-2020,MI,Michigan,26,Genesee County,49,11302,1,15000US260490113021,"Block Group 1, Census Tract 113.02, Genesee County, Michigan",,,671,626,563,39,0,0,0,0,24,0,24,45,36,0,0,0,0,0,9,9,0
G26004900113022,2016-2020,MI,Michigan,26,Genesee County,49,11302,2,15000US260490113022,"Block Group 2, Census Tract 113.02, Genesee County, Michigan",,,1742,1610,1581,0,0,12,0,0,17,0,17,132,132,0,0,0,0,0,0,0,0
G26004900113023,2016-2020,MI,Michigan,26,Genesee County,49,11302,3,15000US260490113023,"Block Group 3, Census Tract 113.02, Genesee County, Michigan",,,501,497,497,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
G26004900114011,2016-2020,MI,Michigan,26,Genesee County,49,11401,1,15000US260490114011,"Block Group 1, Census Tract 114.01, Genesee County, Michigan",,,2122,1948,1443,358,18,54,0,0,75,0,75,174,42,0,0,0,0,122,10,0,10
G26004900114012,2016-2020,MI,Michigan,26,Genesee County,49,11401,2,15000US260490114012,"Block Group 2, Census Tract 114.01, Genesee County, Michigan",,,992,975,634,116,0,0,0,0,225,72,153,17,12,0,0,0,0,3,2,2,0
G26004900114021,2016-2020,MI,Michigan,26,Genesee County,49,11402,1,15000US260490114021,"Block Group 1, Census Tract 114.02, Genesee County, Michigan",,,1166,1166,1121,14,0,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0
G26004900114022,2016-2020,MI,Michigan,26,Genesee County,49,11402,2,15000US260490114022,"Block Group 2, Census Tract 114.02, Genesee County, Michigan",,,1674,1668,1337,263,0,39,0,0,29,0,29,6,0,0,0,0,0,0,6,6,0
G26004900114023,2016-2020,MI,Michigan,26,Genesee County,49,11402,3,15000US260490114023,"Block Group 3, Census Tract 114.02, Genesee County, Michigan",,,1493,1456,1378,19,10,20,0,0,29,0,29,37,0,0,0,0,18,0,19,14,5
G26004900115021,2016-2020,MI,Michigan,26,Genesee County,49,11502,1,15000US260490115021,"Block Group 1, Census Tract 115.02, Genesee County, Michigan",,,1035,1020,822,118,0,0,0,0,80,0,80,15,0,0,0,0,0,15,0,0,0
G26004900115022,2016-2020,MI,Michigan,26,Genesee County,49,11502,2,15000US260490115022,"Block Group 2, Census Tract 115.02, Genesee County, Michigan",,,659,622,617,0,5,0,0,0,0,0,0,37,14,0,0,0,0,23,0,0,0
G26004900115023,2016-2020,MI,Michigan,26,Genesee County,49,11502,3,15000US260490115023,"Block Group 3, Census Tract 115.02, Genesee County, Michigan",,,1392,1392,1166,124,0,88,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0
G26004900115031,2016-2020,MI,Michigan,26,Genesee County,49,11503,1,15000US260490115031,"Block Group 1, Census Tract 115.03, Genesee County, Michigan",,,1746,1707,1392,67,0,104,0,0,144,0,144,39,34,0,0,0,0,5,0,0,0
G26004900115032,2016-2020,MI,Michigan,26,Genesee County,49,11503,2,15000US260490115032,"Block Group 2, Census Tract 115.03, Genesee County, Michigan",,,1292,1292,1012,54,0,33,0,0,193,86,107,0,0,0,0,0,0,0,0,0,0
G26004900115033,2016-2020,MI,Michigan,26,Genesee County,49,11503,3,15000US260490115033,"Block Group 3, Census Tract 115.03, Genesee County, Michigan",,,1964,1769,1517,209,1,0,0,0,42,0,42,195,194,0,0,0,0,0,1,1,0
G26004900115051,2016-2020,MI,Michigan,26,Genesee County,49,11505,1,15000US260490115051,"Block Group 1, Census Tract 115.05, Genesee County, Michigan",,,635,635,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900115052,2016-2020,MI,Michigan,26,Genesee County,49,11505,2,15000US260490115052,"Block Group 2, Census Tract 115.05, Genesee County, Michigan",,,881,874,863,0,0,0,0,0,11,0,11,7,0,0,0,0,0,7,0,0,0
G26004900115053,2016-2020,MI,Michigan,26,Genesee County,49,11505,3,15000US260490115053,"Block Group 3, Census Tract 115.05, Genesee County, Michigan",,,957,905,776,108,0,0,0,0,21,0,21,52,21,0,0,0,0,31,0,0,0
G26004900115081,2016-2020,MI,Michigan,26,Genesee County,49,11508,1,15000US260490115081,"Block Group 1, Census Tract 115.08, Genesee County, Michigan",,,1540,1518,1484,16,0,0,0,0,18,0,18,22,22,0,0,0,0,0,0,0,0
G26004900115082,2016-2020,MI,Michigan,26,Genesee County,49,11508,2,15000US260490115082,"Block Group 2, Census Tract 115.08, Genesee County, Michigan",,,1068,1068,842,183,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0
G26004900116011,2016-2020,MI,Michigan,26,Genesee County,49,11601,1,15000US260490116011,"Block Group 1, Census Tract 116.01, Genesee County, Michigan",,,1102,1068,973,0,0,12,0,37,46,0,46,34,21,0,0,0,0,13,0,0,0
G26004900116012,2016-2020,MI,Michigan,26,Genesee County,49,11601,2,15000US260490116012,"Block Group 2, Census Tract 116.01, Genesee County, Michigan",,,1752,1693,1667,0,0,26,0,0,0,0,0,59,25,0,0,0,0,0,34,0,34
G26004900116013,2016-2020,MI,Michigan,26,Genesee County,49,11601,3,15000US260490116013,"Block Group 3, Census Tract 116.01, Genesee County, Michigan",,,357,350,337,0,0,0,0,0,13,0,13,7,7,0,0,0,0,0,0,0,0
G26004900116111,2016-2020,MI,Michigan,26,Genesee County,49,11611,1,15000US260490116111,"Block Group 1, Census Tract 116.11, Genesee County, Michigan",,,1233,1215,1113,43,34,0,0,0,25,0,25,18,0,0,0,0,0,18,0,0,0
G26004900116112,2016-2020,MI,Michigan,26,Genesee County,49,11611,2,15000US260490116112,"Block Group 2, Census Tract 116.11, Genesee County, Michigan",,,1238,1069,1006,41,0,0,0,0,22,0,22,169,18,0,0,0,0,151,0,0,0
G26004900116121,2016-2020,MI,Michigan,26,Genesee County,49,11612,1,15000US260490116121,"Block Group 1, Census Tract 116.12, Genesee County, Michigan",,,2226,2226,2058,82,0,20,0,0,66,47,19,0,0,0,0,0,0,0,0,0,0
G26004900116122,2016-2020,MI,Michigan,26,Genesee County,49,11612,2,15000US260490116122,"Block Group 2, Census Tract 116.12, Genesee County, Michigan",,,1792,1792,1729,0,0,11,0,0,52,0,52,0,0,0,0,0,0,0,0,0,0
G26004900117101,2016-2020,MI,Michigan,26,Genesee County,49,11710,1,15000US260490117101,"Block Group 1, Census Tract 117.10, Genesee County, Michigan",,,1224,1165,1125,2,0,0,0,0,38,38,0,59,59,0,0,0,0,0,0,0,0
G26004900117102,2016-2020,MI,Michigan,26,Genesee County,49,11710,2,15000US260490117102,"Block Group 2, Census Tract 117.10, Genesee County, Michigan",,,1071,1050,1025,0,0,22,0,0,3,0,3,21,13,0,0,0,0,0,8,0,8
G26004900117111,2016-2020,MI,Michigan,26,Genesee County,49,11711,1,15000US260490117111,"Block Group 1, Census Tract 117.11, Genesee County, Michigan",,,863,823,812,0,11,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0
G26004900117112,2016-2020,MI,Michigan,26,Genesee County,49,11711,2,15000US260490117112,"Block Group 2, Census Tract 117.11, Genesee County, Michigan",,,902,858,802,0,39,0,0,0,17,0,17,44,44,0,0,0,0,0,0,0,0
G26004900117113,2016-2020,MI,Michigan,26,Genesee County,49,11711,3,15000US260490117113,"Block Group 3, Census Tract 117.11, Genesee County, Michigan",,,836,829,818,0,0,0,11,0,0,0,0,7,0,0,0,0,7,0,0,0,0
G26004900117121,2016-2020,MI,Michigan,26,Genesee County,49,11712,1,15000US260490117121,"Block Group 1, Census Tract 117.12, Genesee County, Michigan",,,505,494,479,0,0,0,0,0,15,0,15,11,11,0,0,0,0,0,0,0,0
G26004900117122,2016-2020,MI,Michigan,26,Genesee County,49,11712,2,15000US260490117122,"Block Group 2, Census Tract 117.12, Genesee County, Michigan",,,1354,1251,1183,20,0,0,0,0,48,0,48,103,103,0,0,0,0,0,0,0,0
G26004900117123,2016-2020,MI,Michigan,26,Genesee County,49,11712,3,15000US260490117123,"Block Group 3, Census Tract 117.12, Genesee County, Michigan",,,1171,1147,979,65,0,1,0,0,102,0,102,24,23,0,0,0,0,0,1,0,1
G26004900117131,2016-2020,MI,Michigan,26,Genesee County,49,11713,1,15000US260490117131,"Block Group 1, Census Tract 117.13, Genesee County, Michigan",,,1724,1724,1624,82,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0
G26004900117132,2016-2020,MI,Michigan,26,Genesee County,49,11713,2,15000US260490117132,"Block Group 2, Census Tract 117.13, Genesee County, Michigan",,,464,395,386,0,0,0,0,0,9,0,9,69,69,0,0,0,0,0,0,0,0
G26004900117133,2016-2020,MI,Michigan,26,Genesee County,49,11713,3,15000US260490117133,"Block Group 3, Census Tract 117.13, Genesee County, Michigan",,,1211,1143,856,287,0,0,0,0,0,0,0,68,55,0,0,0,0,0,13,13,0
G26004900117141,2016-2020,MI,Michigan,26,Genesee County,49,11714,1,15000US260490117141,"Block Group 1, Census Tract 117.14, Genesee County, Michigan",,,1309,1270,1092,17,0,6,0,0,155,0,155,39,39,0,0,0,0,0,0,0,0
G26004900117142,2016-2020,MI,Michigan,26,Genesee County,49,11714,2,15000US260490117142,"Block Group 2, Census Tract 117.14, Genesee County, Michigan",,,1787,1616,1549,0,0,11,0,0,56,8,48,171,103,0,0,0,0,55,13,13,0
G26004900118001,2016-2020,MI,Michigan,26,Genesee County,49,11800,1,15000US260490118001,"Block Group 1, Census Tract 118, Genesee County, Michigan",,,1988,1917,1855,36,0,20,0,0,6,0,6,71,68,0,0,0,0,3,0,0,0
G26004900118002,2016-2020,MI,Michigan,26,Genesee County,49,11800,2,15000US260490118002,"Block Group 2, Census Tract 118, Genesee County, Michigan",,,812,774,733,41,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0
G26004900119011,2016-2020,MI,Michigan,26,Genesee County,49,11901,1,15000US260490119011,"Block Group 1, Census Tract 119.01, Genesee County, Michigan",,,705,692,591,101,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0
G26004900119012,2016-2020,MI,Michigan,26,Genesee County,49,11901,2,15000US260490119012,"Block Group 2, Census Tract 119.01, Genesee County, Michigan",,,1179,891,825,0,66,0,0,0,0,0,0,288,272,0,16,0,0,0,0,0,0
G26004900119013,2016-2020,MI,Michigan,26,Genesee County,49,11901,3,15000US260490119013,"Block Group 3, Census Tract 119.01, Genesee County, Michigan",,,654,654,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900119021,2016-2020,MI,Michigan,26,Genesee County,49,11902,1,15000US260490119021,"Block Group 1, Census Tract 119.02, Genesee County, Michigan",,,863,854,830,14,0,0,10,0,0,0,0,9,0,0,0,0,0,0,9,9,0
G26004900119022,2016-2020,MI,Michigan,26,Genesee County,49,11902,2,15000US260490119022,"Block Group 2, Census Tract 119.02, Genesee County, Michigan",,,550,550,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26004900119023,2016-2020,MI,Michigan,26,Genesee County,49,11902,3,15000US260490119023,"Block Group 3, Census Tract 119.02, Genesee County, Michigan",,,1605,1580,1401,0,4,0,0,0,175,0,175,25,25,0,0,0,0,0,0,0,0
G26004900120031,2016-2020,MI,Michigan,26,Genesee County,49,12003,1,15000US260490120031,"Block Group 1, Census Tract 120.03, Genesee County, Michigan",,,1322,1275,1220,0,0,0,0,0,55,0,55,47,0,0,7,0,0,40,0,0,0
G26004900120032,2016-2020,MI,Michigan,26,Genesee County,49,12003,2,15000US260490120032,"Block Group 2, Census Tract 120.03, Genesee County, Michigan",,,876,869,733,0,0,13,0,0,123,20,103,7,7,0,0,0,0,0,0,0,0
G26004900120033,2016-2020,MI,Michigan,26,Genesee County,49,12003,3,15000US260490120033,"Block Group 3, Census Tract 120.03, Genesee County, Michigan",,,1218,1127,819,0,0,0,0,0,308,0,308,91,58,0,0,0,0,0,33,33,0
G26004900120061,2016-2020,MI,Michigan,26,Genesee County,49,12006,1,15000US260490120061,"Block Group 1, Census Tract 120.06, Genesee County, Michigan",,,1206,1197,1169,28,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0
G26004900120062,2016-2020,MI,Michigan,26,Genesee County,49,12006,2,15000US260490120062,"Block Group 2, Census Tract 120.06, Genesee County, Michigan",,,562,519,414,93,12,0,0,0,0,0,0,43,0,0,0,0,0,0,43,0,43
G26004900120063,2016-2020,MI,Michigan,26,Genesee County,49,12006,3,15000US260490120063,"Block Group 3, Census Tract 120.06, Genesee County, Michigan",,,738,674,634,0,0,0,0,0,40,0,40,64,64,0,0,0,0,0,0,0,0
G26004900120071,2016-2020,MI,Michigan,26,Genesee County,49,12007,1,15000US260490120071,"Block Group 1, Census Tract 120.07, Genesee County, Michigan",,,877,851,817,17,0,0,0,0,17,0,17,26,26,0,0,0,0,0,0,0,0
G26004900120072,2016-2020,MI,Michigan,26,Genesee County,49,12007,2,15000US260490120072,"Block Group 2, Census Tract 120.07, Genesee County, Michigan",,,603,590,525,0,0,11,0,0,54,0,54,13,0,0,0,0,0,0,13,0,13
G26004900120081,2016-2020,MI,Michigan,26,Genesee County,49,12008,1,15000US260490120081,"Block Group 1, Census Tract 120.08, Genesee County, Michigan",,,921,905,844,16,0,12,0,0,33,0,33,16,0,0,16,0,0,0,0,0,0
